,Ticker,Basic EPS,date
5035,RLMD,"['-', '-7.16', '-3.81', '-2.76']","['ttm', '12/31/2021', '12/31/2020', '6/30/2019']"
5036,RMGC,"['-', '0.13']","['ttm', '12/31/2021']"
5037,LE,"['-', '1.01', '0.33', '0.60', '0.36']","['ttm', '1/31/2022', '1/31/2021', '1/31/2020', '1/31/2019']"
5038,LEA,"['-', '6.27', '2.64', '12.47', '18.27']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5039,RMAX,"['-', '-0.84', '0.60', '1.41', '1.52']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5040,RMBI,"['-', '0.98', '0.82', '-1.04', '0.44']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5041,RMBL,"['-', '-1.41', '-11.44', '-40.60', '-34.00']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5042,SKHHY,"['-', '-', '2.75', '1.11', '1.23']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
5043,RMBS,"['-', '0.17', '-0.39', '-0.81', '-1.46']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5044,RMCF,"['-', '-0.06', '-0.15', '0.17', '0.38']","['ttm', '2/28/2022', '2/28/2021', '2/29/2020', '2/28/2019']"
5045,RMD,"['-', '5.34', '3.27', '4.31', '2.83']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
5046,RMI,"['-', '-', '3.39', '0.68', '3.37']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
5047,RMNI,"['-', '0.54', '-0.19', '-0.12', '-1.28']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5048,RMR,"['-', '-', '2.18', '1.77', '4.59']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020', '9/30/2019']"
5049,RMM,"['-', '-', '3.50']","['ttm', '6/30/2022', '6/30/2021']"
5050,SKYH,"['-', '0.22', '-0.19', '-0.13']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
5051,NATI,"['-', '0.68', '1.10', '1.23', '1.17']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5052,RNAZ,"['-', '-0.81', '-0.32', '-0.09']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
5053,LICY,"['-', '-2.06', '-0.06', '-0.03']","['ttm', '10/31/2021', '10/31/2020', '10/31/2019']"
5054,LIDR,"['-', '-0.60', '-0.26']","['ttm', '12/31/2021', '12/31/2020']"
5055,SLAM,"['-', '0.42']","['ttm', '12/31/2021']"
5056,RMTI,"['-', '-3.85', '-4.51', '-6.16', '-6.71']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5057,RNA,"['-', '-5.70', '-2.05', '-1.44', '-0.54']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5058,SLB,"['-', '1.34', '-7.57', '-7.32', '1.54']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5059,SLGG,"['-', '-0.69', '-1.64', '-3.89', '-2.47']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5060,LKNCY,"['-', '2.72', '-22.08', '-18.48', '-14.48']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5061,NCLTY,"['-', '85.67', '81.70', '63.54', '60.80']","['ttm', '2/28/2022', '2/28/2021', '2/29/2020', '2/28/2019']"
5062,LNVGY,"['-', '3.49', '1.91', '1.12', '1.00']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
5063,ARBE,"['-', '-2.64', '-0.25', '-0.41']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
5064,ARBG,"['-', '0.22']","['ttm', '12/31/2021']"
5065,NFE,"['-', '0.49', '-1.71', '-1.62', '-3.91']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5066,RGA,"['-', '9.10', '6.35', '13.88', '11.25']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5067,RGC,"['-', '-', '-0.11', '-0.06', '-0.03']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
5068,LOMA,"['-', '55.62', '95.22', '32.21', '15.10']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5069,ROCC,"['-', '2.41', '-20.46', '4.67', '14.93']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5070,ROCG,"['-', '-0.14', '-0.00']","['ttm', '12/31/2021', '12/31/2020']"
5071,LPX,"['-', '14.19', '4.48', '-0.04', '2.76']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5072,LSF,"['-', '-2.66', '-2.61', '-0.20', '-1.71']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5073,NH,"['-', '-7.65', '-7.65', '-8.55', '-26.40']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5074,ROK,"['-', '-', '11.71', '8.81', '6.01']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020', '9/30/2019']"
5075,LSTR,"['-', '10.12', '4.98', '5.72', '6.19']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5076,LTC,"['-', '1.41', '2.42', '2.03', '3.91']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5077,NKSH,"['-', '3.28', '2.48', '2.65', '2.32']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5078,RGNX,"['-', '3.01', '-2.98', '-2.58', '2.99']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5079,RGP,"['-', '2.04', '0.78', '0.88', '1.00']","['ttm', '5/31/2022', '5/31/2021', '5/31/2020', '5/31/2019']"
5080,RGR,"['-', '8.87', '5.17', '1.85', '2.92']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5081,SLVYY,"['-', '0.92', '-0.93', '0.12', '0.83']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5082,AMSC,"['-', '-0.71', '-0.95', '-0.81', '1.32']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
5083,ROVR,"['-', '-0.72', '-0.37', '-0.33']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
5084,ROST,"['-', '4.90', '0.24', '4.63', '4.30']","['ttm', '1/31/2022', '1/31/2021', '1/31/2020', '1/31/2019']"
5085,LVLU,"['-', '-6.08', '-4.33', '-0.01']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
5086,ROSS,"['-', '0.22']","['ttm', '12/31/2021']"
5087,LYB,"['-', '16.77', '4.24', '9.59', '12.04']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5088,LYEL,"['-', '-1.84', '-1.04', '-0.62']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
5089,SMLP,"['-', '-6.57', '73.22', '-72.60', '0.90']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5090,SMLR,"['-', '2.56', '2.13', '2.34', '0.82']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5091,MANU,"['-', '-0.71', '-0.57', '-0.14', '0.11']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
5092,MAPS,"['-', '0.93', '0.61', '-0.01']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
5093,MAQC,"['-', '0.37']","['ttm', '12/31/2021']"
5094,NRBO,"['-', '-19.80', '-54.90', '-122.40', '-1.28k']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5095,RRX,"['-', '4.44', '4.66', '5.69', '5.30']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5096,RS,"['-', '22.35', '5.74', '10.49', '8.85']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5097,NSRGY,"['-', '6.06', '4.30', '4.30', '3.36']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5098,MBRX,"['-', '-0.59', '-1.76', '-1.92', '-2.76']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5099,RSG,"['-', '4.05', '3.03', '3.34', '3.17']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5100,RSI,"['-', '-0.35', '-0.01', '-0.50']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
5101,MCBC,"['-', '0.85', '0.88', '0.94', '0.78']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5102,MCBS,"['-', '2.41', '1.42', '1.82', '1.71']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5103,MCD,"['-', '10.13', '6.35', '8.07', '7.72']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5104,MCFT,"['-', '3.15', '2.99', '-1.28', '1.14']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
5105,RSSS,"['-', '-0.06', '-0.01', '-0.03', '-0.04']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
5106,SNTI,"['-', '-1.27', '-0.45']","['ttm', '12/31/2021', '12/31/2020']"
5107,SNRH,"['-', '0.11']","['ttm', '12/31/2021']"
5108,SNSE,"['-', '-1.33', '-0.68', '-29.98', '-24.58']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5109,MDRR,"['-', '-0.33', '-1.74', '-0.82', '-1.39']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5110,MDRX,"['-', '1.03', '4.40', '-1.10', '2.07']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5111,MDT,"['-', '3.75', '2.68', '3.57', '3.44']","['ttm', '4/30/2022', '4/30/2021', '4/30/2020', '4/30/2019']"
5112,RTO,"['-', '0.71', '0.50', '0.77', '-0.27']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5113,RTX,"['-', '2.57', '-2.59', '6.48', '6.58']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5114,ME,"['-', '-0.60', '-0.45', '-0.62']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020']"
5115,NVFY,"['-', '-3.27', '-4.54', '-1.52', '0.95']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5116,RUBY,"['-', '-2.23', '-2.08', '-2.08', '-2.27']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5117,RUTH,"['-', '1.23', '-0.80', '1.46', '1.41']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5118,RVSB,"['-', '0.98', '0.47', '0.70', '0.76']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
5119,RVSN,"['-', '-0.67', '-1.10']","['ttm', '12/31/2020', '12/31/2019']"
5120,SOHO,"['-', '-2.15', '-4.08', '-0.45', '-0.42']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5121,RVP,"['-', '1.65', '0.80', '0.07', '-0.06']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5122,RVPH,"['-', '-0.58', '-1.24', '-0.31']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
5123,MFGP,"['-', '-1.26', '-8.85', '3.88']","['ttm', '10/31/2021', '10/31/2020', '10/31/2019']"
5124,MFH,"['-', '-', '-0.22', '-0.26', '-28.80']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5125,MFIC,"['-', '1.28', '1.71', '-1.73', '1.02']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
5126,RSF,"['-', '-', '4.39', '-1.66', '0.15']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
5127,RTMVY,"['-', '0.43', '0.25', '0.39', '0.36']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5128,MGEE,"['-', '2.92', '2.60', '2.51', '2.43']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5129,MGF,"['-', '-0.07', '0.35', '0.44']","['ttm', '11/30/2021', '11/30/2020', '11/30/2019']"
5130,MGI,"['-', '-0.42', '-0.10', '-0.85', '-0.37']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5131,MGIC,"['-', '0.52', '0.49', '0.26', '0.39']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5132,MGLD,"['-', '0.03', '0.15', '0.05', '0.01']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
5133,MGYR,"['-', '-', '1.01', '0.38', '0.51']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020', '9/30/2019']"
5134,MHD,"['-', '-', '2.58', '-0.62', '1.03']","['ttm', '4/30/2022', '4/30/2021', '4/30/2020', '4/30/2019']"
5135,MIELY,"['-', '190.82', '180.06', '206.82', '211.30']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
5136,RWEOY,"['-', '1.07', '1.56', '13.82', '0.54']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5137,SOL,"['-', '0.10', '0.07', '-0.22', '0.05']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5138,ARKO,"['-', '0.43', '0.14', '-0.65', '0.16']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5139,RXO,"['-', '1.30', '0.37', '0.54']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
5140,RYI,"['-', '7.67', '-1.73', '2.19', '2.84']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5141,MITEY,"['-', '116.45', '101.34', '108.64', '96.97']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
5142,MITK,"['-', '0.19', '0.19', '-0.02']","['ttm', '9/30/2021', '9/30/2020', '9/30/2019']"
5143,MITQ,"['-', '-0.13', '-0.08', '-0.11', '-0.01']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
5144,MITT,"['-', '5.29', '-36.72', '7.17', '-1.26']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5145,RUSHA,"['-', '4.32', '2.09', '2.57', '2.37']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5146,RUSHB,"['-', '4.32', '2.09', '2.57', '2.37']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5147,RZLT,"['-', '-2.26', '-2.72', '-3.54', '-18.50']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
5148,S,"['-', '-1.56', '-0.58', '-0.36']","['ttm', '1/31/2022', '1/31/2021', '1/31/2020']"
5149,SA,"['-', '0.01', '-0.23', '-0.19', '-0.34']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5150,ARTE,"['-', '0.03']","['ttm', '12/31/2021']"
5151,ARVL,"['-', '-2.17', '-0.17', '-0.09']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
5152,MKL,"['-', '176.92', '55.67', '129.25', '-9.55']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5153,SABR,"['-', '-2.96', '-4.42', '0.57', '1.23']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5154,OCUL,"['-', '-0.09', '-2.56', '-1.91', '-1.57']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5155,OCUP,"['-', '-3.82', '-5.28', '-0.87']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
5156,OCX,"['-', '-0.72', '-0.46', '-0.44', '-0.42']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5157,RXT,"['-', '-1.05', '-1.37', '-5.64', '-28.70']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5158,RY,"['-', '-', '11.08', '7.84', '8.78']","['ttm', '10/31/2022', '10/31/2021', '10/31/2020', '10/31/2019']"
5159,RYAAY,"['-', '-1.06', '-4.57', '2.91', '3.87']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
5160,APD,"['-', '-', '9.47', '8.53', '7.99']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020', '9/30/2019']"
5161,SAGE,"['-', '-7.80', '11.66', '-13.38', '-8.08']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5162,APG,"['-', '-0.67', '-2.21', '-1.15', '1.12']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5163,BRAG,"['-', '-0.39', '-1.70', '-1.60']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
5164,RYKKY,"['-', '-', '128.90', '88.47', '128.92']","['ttm', '8/31/2022', '8/31/2021', '2/29/2020', '2/28/2019']"
5165,RYN,"['-', '1.08', '0.28', '0.46', '0.79']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5166,SAH,"['-', '8.43', '-1.21', '3.35', '1.21']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5167,MLSS,"['-', '-0.10', '-0.12', '-0.16', '-0.21']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5168,CS,"['-', '-0.63', '1.03', '1.28', '0.65']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5169,DRQ,"['-', '-3.62', '-0.87', '0.05', '-2.58']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5170,EBAC,"['-', '0.43']","['ttm', '12/31/2021']"
5171,MMC,"['-', '6.20', '3.98', '3.44', '3.26']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5172,SAL,"['-', '2.88', '2.10', '1.98', '1.57']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5173,SALM,"['-', '1.54', '-2.03', '-1.05', '-0.12']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5174,SAM,"['-', '1.19', '15.73', '9.26', '7.90']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5175,MMLP,"['-', '-0.01', '-0.17', '-4.44', '1.11']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5176,MMM,"['-', '10.23', '9.32', '7.92', '9.09']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5177,MMP,"['-', '4.47', '3.62', '4.46', '5.84']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5178,SAND,"['-', '0.14', '0.07', '0.09', '0.03']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5179,BNED,"['-', '-1.33', '-2.65', '-0.80', '-0.52']","['ttm', '4/30/2022', '4/30/2021', '4/30/2020', '4/30/2019']"
5180,BNFT,"['-', '-1.17', '-0.87', '-1.40', '-1.66']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5181,BNGO,"['-', '-0.25', '-0.22', '-0.87', '-1.84']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5182,MNILY,"['-', '-70.75', '-117.69', '50.16', '29.03']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5183,MNK,"['-', '-8.47', '-11.18', '-11.88', '-42.94']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5184,SAR,"['-', '3.99', '1.32', '5.98', '2.63']","['ttm', '2/28/2022', '2/28/2021', '2/29/2020', '2/28/2019']"
5185,SASI,"['-', '-0.76', '-1.83', '-5.37', '-8.10']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5186,ARCO,"['-', '0.22', '-0.72', '0.38', '0.18']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5187,ARCT,"['-', '-7.74', '-3.55', '-2.15', '-2.16']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5188,ARDC,"['-', '1.62', '0.33', '0.82', '0.21']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '10/31/2019']"
5189,CHGG,"['-', '-0.01', '-0.05', '-0.08', '-0.13']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5190,CSGP,"['-', '0.75', '0.60', '0.87', '0.66']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5191,SAVA,"['-', '-0.82', '-0.24', '-0.27', '-0.61']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5192,MNSO,"['-', '2.12', '-4.62', '-0.75', '-0.91']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
5193,SAVE,"['-', '-4.50', '-5.06', '4.90', '2.28']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5194,MNST,"['-', '2.61', '2.66', '2.04', '1.78']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5195,SATX,"['-', '-0.22', '-0.23']","['ttm', '12/31/2021', '12/31/2020']"
5196,SPPP,"['-', '-3.81', '3.35', '4.39', '0.58']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5197,SPR,"['-', '-5.19', '-8.38', '5.11', '5.71']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5198,MOB,"['-', '-1.81', '-2.28', '-2.87', '-2.83']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5199,SAXPY,"['-', '2.31', '0.04', '1.02', '1.52']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5200,MOR,"['-', '-3.85', '0.75', '-0.81', '-0.45']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5201,MORF,"['-', '-2.67', '-1.47', '-2.69', '-1.79']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5202,SBFM,"['-', '-4.76', '-2.00', '-30.00', '-160.00']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5203,OPAD,"['-', '0.05', '-0.40', '-0.22']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
5204,SBEV,"['-', '-1.01', '-1.56', '-0.12', '0.03']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5205,SBFG,"['-', '2.46', '1.87', '1.63', '1.64']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5206,MOS,"['-', '4.31', '1.76', '-2.78', '1.22']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5207,SATL,"['-', '-', '-1.66', '-0.30']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
5208,SBUX,"['-', '-', '3.56', '0.79', '3.04']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020', '9/30/2019']"
5209,ASAN,"['-', '-1.63', '-1.99', '-0.82', '-0.34']","['ttm', '1/31/2022', '1/31/2021', '1/31/2020', '1/31/2019']"
5210,MRAAY,"['-', '122.74', '92.63', '71.51', '26.95']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
5211,ORC,"['-', '-2.70', '0.15', '2.15', '-4.25']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5212,SCCO,"['-', '4.39', '2.03', '1.92', '2.00']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5213,SCD,"['-', '3.83', '-1.24', '2.60']","['ttm', '11/30/2021', '11/30/2020', '11/30/2019']"
5214,ECVT,"['-', '0.01', '-2.06', '0.59', '0.44']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5215,SQM,"['-', '2.05', '0.62', '1.05', '1.66']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5216,MRPLY,"['-', '12.99', '10.24', '10.42', '11.52']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
5217,OSS,"['-', '0.13', '-0.00', '-0.06', '-0.09']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5218,SBH,"['-', '-', '2.13', '0.99', '2.27']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020', '9/30/2019']"
5219,SBI,"['-', '0.44', '0.29', '0.82']","['ttm', '11/30/2021', '11/30/2020', '11/30/2019']"
5220,SBIG,"['-', '-0.23', '-0.06', '-0.09']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
5221,ATEC,"['-', '-1.50', '-1.18', '-1.09', '-1.20']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5222,MPWR,"['-', '5.28', '3.67', '2.52', '2.49']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5223,SBLK,"['-', '6.73', '0.10', '-0.17', '0.76']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5224,MRSN,"['-', '-2.41', '-1.43', '-0.65', '-2.79']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5225,OTLY,"['-', '-0.39', '-0.10', '-0.06']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
5226,OVCHY,"['-', '2.14', '1.60', '2.24', '2.12']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5227,SCSC,"['-', '3.48', '0.42', '-7.59', '2.25']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
5228,SCTL,"['-', '-0.26', '-1.16', '-0.83', '-3.90']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5229,MRNS,"['-', '-2.69', '-2.80', '-3.96', '-3.60']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5230,MSGS,"['-', '2.11', '-0.58', '-7.62', '0.48']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
5231,MSI,"['-', '7.36', '5.58', '5.21', '5.95']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5232,SBOW,"['-', '6.61', '-25.99', '9.76', '6.40']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5233,SBR,"['-', '3.97', '2.28', '3.02', '3.42']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5234,SBSI,"['-', '3.48', '2.47', '2.21', '2.12']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5235,SBSW,"['-', '45.60', '42.96', '0.08', '-4.40']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
5236,MRO,"['-', '1.27', '-1.84', '0.60', '1.34']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
